name,place,year,lon,lat
刘奇,义县,1974,121.23,41.53
刘奇,浙江,1977,120.15,30.28
刘奇,衢州,1980,118.87,28.93
刘奇,浙江,1992,120.15,30.28
刘奇,衢州,1998,118.87,28.93
刘奇,北京,2002,116.4,39.9
刘奇,温州,2003,120.7,28.0
刘奇,浙江,2006,120.15,30.28
刘奇,宁波,2011,121.55,29.88
刘奇,江西,2016,115.85,28.68
刘雷,兰州,1988,103.82,36.07
刘雷,新疆维吾尔,2014,87.62,43.82
刘雷,兰州,2015,103.82,36.07
刘鹤,南县,1969,112.4,29.38
刘鹤,北京,1973,116.4,39.9
刘士余,上海,1987,121.47,31.23
刘万龙,甘肃,2014,103.82,36.07
刘奇葆,宿松县,1968,116.12,30.15
刘奇葆,安徽,1972,117.25,31.83
刘奇葆,宿州,1984,116.98,33.63
刘奇葆,北京,1985,116.4,39.9
刘奇葆,吉林,1991,125.32,43.9
刘奇葆,广西壮族自治区,2000,108.37,22.82
刘奇葆,四川,2007,104.07,30.67
刘奇葆,北京,2013,116.4,39.9
刘国中,黑龙江,1982,126.53,45.8
刘国中,鹤岗,2004,130.27,47.33
刘国中,黑龙江,2007,126.53,45.8
刘国中,北京,2013,116.4,39.9
刘金国,昌黎县,1976,119.17,39.7
刘金国,河北,1983,114.52,38.05
刘金国,昌黎县,1985,119.17,39.7
刘金国,山海关区,1987,119.77,40.0
刘金国,秦皇岛,1991,119.6,39.93
刘金国,北京,1994,116.4,39.9
刘金国,河北,1995,114.52,38.05
刘金国,北京,1996,116.4,39.9
刘金国,河北,2001,114.52,38.05
刘金国,北京,2014,116.4,39.9
刘结一,朝阳区,1977,116.43,39.92
刘结一,北京,1978,116.4,39.9
刘振立,北京,2009,116.4,39.9
刘家义,开县,1975,108.42,31.18
刘家义,四川,1978,104.07,30.67
刘家义,江西,1982,115.85,28.68
刘家义,四川,1983,104.07,30.67
刘家义,北京,1986,116.4,39.9
刘家义,四川,1988,104.07,30.67
刘家义,北京,1996,116.4,39.9
刘家义,山东,2017,116.98,36.67
刘赐贵,邵武,1973,117.48,27.37
刘赐贵,福建,1981,119.3,26.08
刘赐贵,邵武,1983,117.48,27.37
刘赐贵,光泽县,1986,117.33,27.55
刘赐贵,福建,1993,119.3,26.08
刘赐贵,北京,1994,116.4,39.9
刘赐贵,福建,1997,119.3,26.08
刘赐贵,莆田,1999,119.0,25.43
刘赐贵,福建,2000,119.3,26.08
刘赐贵,北京,2001,116.4,39.9
刘赐贵,龙岩,2002,117.03,25.1
刘赐贵,北京,2003,116.4,39.9
刘赐贵,龙岩,2005,117.03,25.1
刘赐贵,厦门,2007,118.08,24.48
刘赐贵,北京,2013,116.4,39.9
刘赐贵,海南,2015,110.32,20.03
刘粤军,深圳,1993,114.05,22.55
刘粤军,广州,1994,113.27,23.13
刘粤军,北京,1997,116.4,39.9
刘粤军,澳门,1999,113.33,22.13
刘粤军,广州,2002,113.27,23.13
刘粤军,兰州,2007,103.82,36.07
齐扎拉,云南,1979,102.72,25.05
齐扎拉,北京,1995,116.4,39.9
齐扎拉,云南,1996,102.72,25.05
齐扎拉,北京,2006,116.4,39.9
齐扎拉,西藏自治区,2010,91.13,29.65
安兆庆,沈阳,2013,123.43,41.8
安兆庆,南京,2014,118.78,32.07
安兆庆,北京,2016,116.4,39.9
许勤,北京,1978,116.4,39.9
许勤,香港,2004,114.08,22.2
许勤,深圳,2010,114.05,22.55
许勤,北京,2017,116.4,39.9
许又声,闽侯县,1975,119.13,26.15
许又声,福建,1977,119.3,26.08
许又声,厦门,1978,118.08,24.48
许又声,江门,1995,113.08,22.58
许又声,湖南,2012,112.93,28.23
许达哲,余干县,1975,116.68,28.7
许达哲,哈尔滨,1978,126.53,45.8
许达哲,北京,1998,116.4,39.9
许达哲,湖南,2016,112.93,28.23
许其亮,上海,1985,121.47,31.23
许其亮,沈阳,1999,123.43,41.8
许其亮,北京,2007,116.4,39.9
阮成发,湖北,1975,114.3,30.6
阮成发,武昌区,1995,114.3,30.57
阮成发,湖北,1997,114.3,30.6
阮成发,黄石,1998,115.03,30.2
阮成发,湖北,2001,114.3,30.6
阮成发,襄樊,2002,112.15,32.02
阮成发,湖北,2004,114.3,30.6
阮成发,云南,2016,102.72,25.05
孙志刚,荥阳,1971,113.4,34.78
孙志刚,武汉,1973,114.3,30.6
孙志刚,上海,1980,121.47,31.23
孙志刚,湖北,1985,114.3,30.6
孙志刚,汉阳区,1992,114.27,30.55
孙志刚,湖北,1993,114.3,30.6
孙志刚,北京,1995,116.4,39.9
孙志刚,宜昌,1996,111.28,30.7
孙志刚,湖北,2002,114.3,30.6
孙志刚,安徽,2006,117.25,31.83
孙志刚,贵州,2015,106.63,26.65
孙金龙,武汉,1978,114.3,30.6
孙金龙,浙江,1982,120.15,30.28
孙金龙,北京,1983,116.4,39.9
孙金龙,辽宁,1986,123.43,41.8
孙金龙,北京,1995,116.4,39.9
孙金龙,安徽,2003,117.25,31.83
孙金龙,湖南,2013,112.93,28.23
孙金龙,北京,2016,116.4,39.9
孙绍骋,山东,1980,116.98,36.67
孙绍骋,北京,2000,116.4,39.9
孙绍骋,山东,2012,116.98,36.67
孙绍骋,山西,2014,112.55,37.87
孙春兰,鞍山,1965,122.98,41.1
孙春兰,辽宁,1981,123.43,41.8
孙春兰,鞍山,1985,122.98,41.1
孙春兰,辽宁,1991,123.43,41.8
孙春兰,北京,1992,116.4,39.9
孙春兰,辽宁,1993,123.43,41.8
孙春兰,大连,2001,121.62,38.92
孙春兰,福建,2009,119.3,26.08
孙春兰,津市,2012,111.88,29.62
孙春兰,北京,2014,116.4,39.9
杜家毫,上海,1973,121.47,31.23
杜家毫,北京,1981,116.4,39.9
杜家毫,上海,1982,121.47,31.23
杜家毫,北京,1996,116.4,39.9
杜家毫,松江区,1999,121.22,31.03
杜家毫,上海,2003,121.47,31.23
杜家毫,中山,2004,113.38,22.52
杜家毫,浦东新区,2007,121.53,31.22
杜家毫,黑龙江,2011,126.53,45.8
杜家毫,湖南,2013,112.93,28.23
李屹,阿克苏,1978,80.27,41.17
李屹,新疆维吾尔,1984,87.62,43.82
李屹,北京,1996,116.4,39.9
李屹,新疆维吾尔,1999,87.62,43.82
李希,两当县,1975,106.3,33.92
李希,甘肃,1982,103.82,36.07
李希,西固区,1995,103.62,36.1
李希,甘肃,1996,103.82,36.07
李希,张掖,2001,100.45,38.93
李希,陕西,2004,108.93,34.27
李希,延安,2006,109.48,36.6
李希,上海,2011,121.47,31.23
李希,辽宁,2014,123.43,41.8
李斌,长春,1974,125.32,43.9
李斌,安徽,2011,117.25,31.83
李强,安县,1976,104.57,31.53
李强,宁波,1978,121.55,29.88
李强,安县,1982,104.57,31.53
李强,浙江,1984,120.15,30.28
李强,永康,1996,120.03,28.9
李强,浙江,1998,120.15,30.28
李强,北京,2001,116.4,39.9
李强,温州,2002,120.7,28.0
李强,浙江,2004,120.15,30.28
李强,江苏,2016,118.78,32.07
李干杰,北京,1989,116.4,39.9
李干杰,平江县,1998,113.58,28.72
李干杰,北京,2005,116.4,39.9
李干杰,河北,2016,114.52,38.05
李小鹏,大安,1987,124.28,45.5
李小鹏,北京,1989,116.4,39.9
李小鹏,山西,2008,112.55,37.87
李凤彪,成都,2016,104.07,30.67
李玉赋,上海,1972,121.47,31.23
李玉赋,北京,1978,116.4,39.9
李传广,北京,2017,116.4,39.9
李纪恒,广西壮族自治区,1979,108.37,22.82
李纪恒,南县,1987,112.4,29.38
李纪恒,桂平,1990,110.08,23.4
李纪恒,河池,1991,108.07,24.7
李纪恒,北京,1995,116.4,39.9
李纪恒,玉林,1996,110.17,22.63
李纪恒,广西壮族自治区,2001,108.37,22.82
李纪恒,云南,2006,102.72,25.05
李纪恒,内蒙古自治区,2016,111.73,40.83
李克强,凤阳县,1974,117.57,32.87
李克强,北京,1978,116.4,39.9
李克强,河南,1998,113.62,34.75
李克强,辽宁,2004,123.43,41.8
李克强,北京,2007,116.4,39.9
李作成,北京,1998,116.4,39.9
李作成,广州,2008,113.27,23.13
李作成,成都,2013,104.07,30.67
李作成,北京,2017,116.4,39.9
李尚福,西昌,2013,102.27,27.9
李尚福,北京,2017,116.4,39.9
李国英,黑龙江,1999,126.53,45.8
李国英,安徽,2015,117.25,31.83
李桥铭,北京,2017,116.4,39.9
李晓红,重庆,1978,106.55,29.57
李晓红,武汉,2010,114.3,30.6
李鸿忠,苏家屯区,1975,123.33,41.67
李鸿忠,吉林,1978,125.32,43.9
李鸿忠,辽宁,1982,123.43,41.8
李鸿忠,惠州,1995,114.42,23.12
李鸿忠,北京,1996,116.4,39.9
李鸿忠,惠州,2000,114.42,23.12
李鸿忠,广东,2001,113.27,23.13
李鸿忠,深圳,2003,114.05,22.55
李鸿忠,湖北,2007,114.3,30.6
李鸿忠,津市,2016,111.88,29.62
李锦斌,通化,1974,125.93,41.73
李锦斌,长春,1979,125.32,43.9
李锦斌,通榆县,1991,123.08,44.82
李锦斌,吉林,1992,125.32,43.9
李锦斌,北京,1995,116.4,39.9
李锦斌,通化,1997,125.93,41.73
李锦斌,辽源,2001,125.13,42.88
李锦斌,吉林,2002,125.32,43.9
李锦斌,陕西,2007,108.93,34.27
李锦斌,安徽,2013,117.25,31.83
杨洁篪,上海,1968,121.47,31.23
杨洁篪,北京,1996,116.4,39.9
杨洁篪,南京,2001,118.78,32.07
杨洁篪,北京,2013,116.4,39.9
杨振武,河北,1984,114.52,38.05
杨振武,北京,1990,116.4,39.9
杨振武,上海,2013,121.47,31.23
杨晓渡,和县,1970,118.37,31.72
杨晓渡,上海,1973,121.47,31.23
杨晓渡,那曲地区,1976,92.07,31.48
杨晓渡,北京,1988,116.4,39.9
杨晓渡,西藏自治区,1992,91.13,29.65
杨晓渡,上海,2001,121.47,31.23
杨晓渡,北京,2013,116.4,39.9
肖捷,北京,1976,116.4,39.9
肖捷,阜新,1991,121.67,42.02
肖捷,北京,1994,116.4,39.9
肖捷,湖南,2005,112.93,28.23
肖捷,北京,2017,116.4,39.9
肖亚庆,哈尔滨,1982,126.53,45.8
吴社洲,湖北,2012,114.3,30.6
吴社洲,广州,2013,113.27,23.13
吴社洲,济南,2016,116.98,36.67
吴英杰,西藏自治区,1974,91.13,29.65
吴英杰,北京,2000,116.4,39.9
吴英杰,西藏自治区,2003,91.13,29.65
吴政隆,太原,1980,112.55,37.87
吴政隆,重庆,1999,106.55,29.57
吴政隆,万州区,2002,108.4,30.82
吴政隆,北京,2009,116.4,39.9
吴政隆,重庆,2013,106.55,29.57
吴政隆,山西,2014,112.55,37.87
吴政隆,江苏,2016,118.78,32.07
邱学强,青海,1975,101.78,36.62
邱学强,北京,2006,116.4,39.9
何平,成都,2017,104.07,30.67
何立峰,永定县,1973,116.73,24.72
何立峰,厦门,1978,118.08,24.48
何立峰,福州,2000,119.3,26.08
何立峰,厦门,2005,118.08,24.48
何立峰,滨海新区,2009,117.68,39.03
何立峰,津市,2013,111.88,29.62
应勇,浙江,1976,120.15,30.28
应勇,台州,1983,121.43,28.68
应勇,绍兴,1992,120.57,30.0
应勇,浙江,1995,120.15,30.28
应勇,北京,2003,116.4,39.9
应勇,浙江,2006,120.15,30.28
应勇,上海,2008,121.47,31.23
应勇,北京,2011,116.4,39.9
应勇,上海,2014,121.47,31.23
魏凤和,北京,2012,116.4,39.9
穆虹,延庆县,1976,115.97,40.45
穆虹,北京,1978,116.4,39.9
穆虹,广西壮族自治区,2004,108.37,22.82
穆虹,北京,2014,116.4,39.9
潘立刚,北京,1975,116.4,39.9
潘立刚,大连,1978,121.62,38.92
潘立刚,北京,1984,116.4,39.9
潘立刚,湖北,2006,114.3,30.6
潘立刚,北京,2010,116.4,39.9
黎火辉,福建,2011,119.3,26.08
黎火辉,北京,2017,116.4,39.9
雒树刚,北京,1983,116.4,39.9
冷溶,黑龙江,1969,126.53,45.8
冷溶,北京,1973,116.4,39.9
冷溶,山东,2000,116.98,36.67
冷溶,北京,2001,116.4,39.9
汪洋,安徽,1972,117.25,31.83
汪洋,北京,1979,116.4,39.9
汪洋,安徽,1980,117.25,31.83
汪洋,铜陵,1988,117.82,30.93
汪洋,北京,1989,116.4,39.9
汪洋,安徽,1992,117.25,31.83
汪洋,北京,1997,116.4,39.9
汪洋,安徽,1998,117.25,31.83
汪洋,北京,2001,116.4,39.9
汪洋,重庆,2005,106.55,29.57
汪洋,广东,2007,113.27,23.13
汪洋,北京,2012,116.4,39.9
汪永清,贵溪,1975,117.22,28.28
汪永清,吉林,1981,125.32,43.9
汪永清,北京,1985,116.4,39.9
汪永清,秦皇岛,1992,119.6,39.93
汪永清,北京,1999,116.4,39.9
汪永清,吉林,2005,125.32,43.9
汪永清,北京,2012,116.4,39.9
沈金龙,大连,2011,121.62,38.92
沈金龙,北京,2016,116.4,39.9
沈晓明,温州,1979,120.7,28.0
沈晓明,上海,1988,121.47,31.23
沈晓明,浦东新区,2013,121.53,31.22
沈晓明,上海,2015,121.47,31.23
沈晓明,北京,2017,116.4,39.9
沈跃跃,宁波,1977,121.55,29.88
沈跃跃,浙江,1986,120.15,30.28
沈跃跃,北京,1990,116.4,39.9
沈跃跃,浙江,1991,120.15,30.28
沈跃跃,绍兴,1997,120.57,30.0
沈跃跃,浙江,1998,120.15,30.28
沈跃跃,安徽,2001,117.25,31.83
沈跃跃,北京,2002,116.4,39.9
沈德咏,修水县,1972,114.57,29.03
沈德咏,江西,1975,115.85,28.68
沈德咏,北京,1995,116.4,39.9
沈德咏,江西,1998,115.85,28.68
沈德咏,北京,1999,116.4,39.9
沈德咏,上海,2008,121.47,31.23
怀进鹏,吉林,1980,125.32,43.9
怀进鹏,哈尔滨,1984,126.53,45.8
怀进鹏,北京,1987,116.4,39.9
宋丹,北京,1978,116.4,39.9
宋涛,沙县,1973,117.78,26.4
宋涛,福建,1978,119.3,26.08
宋涛,北京,2013,116.4,39.9
宋秀岩,西宁,1971,101.78,36.62
宋秀岩,北京,2002,116.4,39.9
宋秀岩,青海,2005,101.78,36.62
宋秀岩,北京,2010,116.4,39.9
张军,安县,1973,104.57,31.53
张军,吉林,1975,125.32,43.9
张军,北京,1990,116.4,39.9
张军,海淀区,1991,116.3,39.95
张军,北京,2000,116.4,39.9
张军,武汉,2004,114.3,30.6
张军,北京,2007,116.4,39.9
张又侠,北京,2005,116.4,39.9
张又侠,沈阳,2007,123.43,41.8
张又侠,北京,2012,116.4,39.9
张升民,北京,2016,116.4,39.9
张庆伟,北京,2009,116.4,39.9
张庆伟,河北,2012,114.52,38.05
张庆伟,北京,2014,116.4,39.9
张庆黎,山东,1971,116.98,36.67
张庆黎,东平县,1976,116.47,35.93
张庆黎,北京,1978,116.4,39.9
张庆黎,东营,1986,118.67,37.43
张庆黎,北京,1992,116.4,39.9
张庆黎,东营,1993,118.67,37.43
张庆黎,山东,1995,116.98,36.67
张庆黎,甘肃,1998,103.82,36.07
张庆黎,石河子,1999,86.03,44.3
张庆黎,新疆维吾尔,2004,87.62,43.82
张庆黎,西藏自治区,2005,91.13,29.65
张庆黎,河北,2011,114.52,38.05
张纪南,塘沽区,1974,117.65,39.02
张纪南,津市,1975,111.88,29.62
张纪南,武汉,1978,114.3,30.6
张纪南,津市,1982,111.88,29.62
张纪南,塘沽区,1984,117.65,39.02
张纪南,津市,1986,111.88,29.62
张纪南,北京,1990,116.4,39.9
张纪南,海南,1991,110.32,20.03
张纪南,河南,2003,113.62,34.75
张纪南,北京,2004,116.4,39.9
张国清,长春,1981,125.32,43.9
张国清,北京,1997,116.4,39.9
张国清,重庆,2013,106.55,29.57
张春贤,武汉,1970,114.3,30.6
张春贤,河南,1975,113.62,34.75
张春贤,云南,1995,102.72,25.05
张春贤,哈尔滨,1998,126.53,45.8
张春贤,北京,2000,116.4,39.9
张春贤,湖南,2005,112.93,28.23
张春贤,北京,2010,116.4,39.9
张晓明,香港,1994,114.08,22.2
张晓明,北京,2012,116.4,39.9
张裔炯,青海,1972,101.78,36.62
张裔炯,北京,1979,116.4,39.9
张裔炯,青海,1980,101.78,36.62
张裔炯,北京,1990,116.4,39.9
张裔炯,青海,1994,101.78,36.62
张裔炯,北京,1995,116.4,39.9
张裔炯,青海,1997,101.78,36.62
张裔炯,西藏自治区,2006,91.13,29.65
张裔炯,江西,2010,115.85,28.68
张裔炯,井冈山,2011,114.27,26.72
张裔炯,北京,2012,116.4,39.9
陆昊,北京,1985,116.4,39.9
陆昊,海淀区,1999,116.3,39.95
陆昊,北京,2002,116.4,39.9
陈希,福州,1970,119.3,26.08
陈希,北京,1990,116.4,39.9
陈希,辽宁,2011,123.43,41.8
陈希,北京,2017,116.4,39.9
陈武,南宁,1972,108.37,22.82
陈武,北京,1997,116.4,39.9
陈武,广西壮族自治区,2000,108.37,22.82
陈豪,临江,1973,126.9,41.8
陈豪,静安区,1979,121.45,31.23
陈豪,上海,1997,121.47,31.23
陈豪,北京,2006,116.4,39.9
陈豪,上海,2008,121.47,31.23
陈豪,云南,2014,102.72,25.05
陈豪,北京,2017,116.4,39.9
陈文清,金口河区,1984,103.08,29.25
陈文清,五通桥区,1986,103.82,29.4
陈文清,乐山,1990,103.77,29.57
陈文清,四川,1994,104.07,30.67
陈文清,福建,2011,119.3,26.08
陈文清,北京,2015,116.4,39.9
陈吉宁,北京,2017,116.4,39.9
陈全国,驻马店,1977,114.02,32.98
陈全国,郑州,1978,113.62,34.75
陈全国,平舆县,1981,114.63,32.97
陈全国,驻马店,1983,114.02,32.98
陈全国,遂平县,1988,114.0,33.15
陈全国,平顶山,1994,113.18,33.77
陈全国,漯河,1996,114.02,33.58
陈全国,河南,1998,113.62,34.75
陈全国,武汉,1999,114.3,30.6
陈全国,河北,2009,114.52,38.05
陈全国,西藏自治区,2011,91.13,29.65
